Id,Label,PageRank,DegreeCentrality,BetweennessCentrality,ClosenessCentrality,Community,InDegree,OutDegree,TotalDegree
6373,6373,0.0016873598155122073,0.003067484662576687,0.0,0.00081799591002045,1,2,0,2
40886,40886,0.0004311397742572041,0.004601226993865031,0.0,0.0,1,0,3,3
420228,420228,0.0004311397742572041,0.003067484662576687,0.0,0.0,2,0,2,2
4322,4322,0.0007030557736631168,0.003067484662576687,0.0,0.00040791019449158076,5,1,1,2
20385,20385,0.0010393239865231635,0.009202453987730062,0.00016020657223902822,0.0005991180981595092,5,2,4,6
4336,4336,0.0032489799663410067,0.012269938650306749,9.423916014060483e-05,0.0012831804652857924,5,5,3,8
11692,11692,0.0018624517842810355,0.007668711656441718,0.0004122963256151461,0.0009126846971398946,5,2,3,5
43722,43722,0.0004311397742572041,0.003067484662576687,0.0,0.0,3,0,2,2
54060,54060,0.0004311397742572041,0.003067484662576687,0.0,0.0,19,0,2,2
62906,62906,0.0004311397742572041,0.003067484662576687,0.0,0.0,3,0,2,2
26398,26398,0.0018768243039832652,0.006134969325153374,3.769566405624193e-05,0.0010544478527607362,3,2,2,4
6241,6241,0.0031911562754431003,0.012269938650306749,7.067937010545361e-05,0.0011720106493807152,3,6,2,8
71888,71888,0.000872499999808269,0.004601226993865031,8.952720213357458e-05,0.0002788622420524261,6,1,2,3
78701,78701,0.0004311397742572041,0.004601226993865031,0.0,0.0,7,0,3,3
90578,90578,0.0004311397742572041,0.003067484662576687,0.0,0.0,4,0,2,2
193543,193543,0.0007999852862376869,0.003067484662576687,0.0,0.00023596035865974517,0,1,1,2
9932,9932,0.0004311397742572041,0.0015337423312883436,0.0,0.0,17,0,1,1
89814,89814,0.001794335537762019,0.004601226993865031,0.0,0.007158525061325212,2,3,0,3
133156,133156,0.0028675805773927133,0.003067484662576687,0.0,0.00021910604732690623,-1,1,1,2
76455,76455,0.0028675805773927133,0.003067484662576687,0.0,0.00017041581458759374,-1,1,1,2
137343,137343,0.0004311397742572041,0.003067484662576687,0.0,0.0,-1,0,2,2
48623,48623,0.0006510761076546001,0.003067484662576687,0.0,0.00017041581458759374,-1,1,1,2
140190,140190,0.0004311397742572041,0.003067484662576687,0.0,0.0,0,0,2,2
144100,144100,0.0007525693743429928,0.003067484662576687,0.0,0.00025562372188139056,22,1,1,2
144099,144099,0.0010710461217985508,0.006134969325153374,4.711958007030241e-06,0.00017041581458759374,22,1,3,4
146381,146381,0.0004311397742572041,0.003067484662576687,0.0,0.0,0,0,2,2
155565,155565,0.0028675805773927133,0.003067484662576687,0.0,0.00025562372188139056,-1,1,1,2
221221,221221,0.0028675805773927133,0.003067484662576687,0.0,0.00017041581458759374,-1,1,1,2
157147,157147,0.0008128872127259966,0.003067484662576687,0.0,0.00019171779141104295,1,1,1,2
25931,25931,0.0011223514048362504,0.006134969325153374,4.711958007030241e-06,0.00017041581458759374,1,1,3,4
165693,165693,0.0004311397742572041,0.003067484662576687,0.0,0.0,2,0,2,2
3547,3547,0.0012175424985040718,0.010736196319018405,6.83233911019385e-05,0.0017254601226993863,2,6,1,7
173809,173809,0.0004311397742572041,0.003067484662576687,0.0,0.0,2,0,2,2
17573,17573,0.0004311397742572041,0.0015337423312883436,0.0,0.0,3,0,1,1
192943,192943,0.0028675805773927133,0.003067484662576687,0.0,0.00025562372188139056,-1,1,1,2
112673,112673,0.0028675805773927133,0.003067484662576687,0.0,0.00017041581458759374,-1,1,1,2
224711,224711,0.0004311397742572041,0.003067484662576687,0.0,0.0,5,0,2,2
228125,228125,0.0004311397742572041,0.003067484662576687,0.0,0.0,3,0,2,2
25907,25907,0.0004311397742572041,0.003067484662576687,0.0,0.0,0,0,2,2
7566,7566,0.0015106008452601934,0.004601226993865031,7.067937010545362e-06,0.0004601226993865031,14,2,1,3
292109,292109,0.0004311397742572041,0.003067484662576687,0.0,0.0,21,0,2,2
35216,35216,0.0010176366633169265,0.003067484662576687,0.0,0.0003834355828220859,21,2,0,2
304714,304714,0.0028675805773927133,0.003067484662576687,0.0,0.00030674846625766873,-1,1,1,2
304715,304715,0.0028675805773927133,0.003067484662576687,0.0,0.00017041581458759374,-1,1,1,2
351318,351318,0.0004311397742572041,0.0015337423312883436,0.0,0.0,-1,0,1,1
64280,64280,0.0007977003299195306,0.0015337423312883436,0.0,0.00017041581458759374,-1,1,0,1
400577,400577,0.0004311397742572041,0.003067484662576687,0.0,0.0,3,0,2,2
446415,446415,0.0004311397742572041,0.0015337423312883436,0.0,0.0,0,0,1,1
452892,452892,0.0004311397742572041,0.004601226993865031,0.0,0.0,3,0,3,3
49434,49434,0.0011535476440876205,0.003067484662576687,0.0,0.00047192071731949034,7,1,1,2
36436,36436,0.001514751579002828,0.003067484662576687,0.0,0.0003718163227365682,7,1,1,2
53575,53575,0.0004311397742572041,0.0015337423312883436,0.0,0.0,0,0,1,1
5383,5383,0.0004835055679232508,0.003067484662576687,2.3559790035151207e-06,0.00030674846625766873,1,1,1,2
22512,22512,0.0008422239429485416,0.0015337423312883436,0.0,0.00026673779674579886,1,1,0,1
5493,5493,0.0004311397742572041,0.0015337423312883436,0.0,0.0,3,0,1,1
55965,55965,0.0004311397742572041,0.003067484662576687,0.0,0.0,4,0,2,2
61944,61944,0.0004311397742572041,0.0015337423312883436,0.0,0.0,-1,0,1,1
4720,4720,0.0007977003299195306,0.0015337423312883436,0.0,0.00017041581458759374,-1,1,0,1
5193,5193,0.0015884584070758152,0.007668711656441718,0.0,0.0012640733499629205,3,5,0,5
81265,81265,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
84219,84219,0.0004311397742572041,0.003067484662576687,0.0,0.0,3,0,2,2
42182,42182,0.0018077767203547876,0.010736196319018405,0.0005984186668928406,0.0035904298160429676,2,6,1,7
64906,64906,0.0005831393104161111,0.003067484662576687,0.0,0.001098800476146873,2,2,0,2
97881,97881,0.0028675805773927133,0.003067484662576687,0.0,0.00019171779141104295,-1,1,1,2
97882,97882,0.0028675805773927133,0.003067484662576687,0.0,0.00017041581458759374,-1,1,1,2
98992,98992,0.0005006285430857373,0.003067484662576687,0.0,0.005553263931302929,0,1,1,2
106789,106789,0.0004311397742572041,0.003067484662576687,0.0,0.0,4,0,2,2
108272,108272,0.0004311397742572041,0.003067484662576687,0.0,0.0,0,0,2,2
113367,113367,0.0028675805773927133,0.003067484662576687,0.0,0.00025562372188139056,-1,1,1,2
49673,49673,0.0028675805773927133,0.003067484662576687,0.0,0.00019171779141104295,-1,1,1,2
116808,116808,0.0004311397742572041,0.003067484662576687,0.0,0.0,4,0,2,2
117539,117539,0.0028675805773927133,0.003067484662576687,0.0,0.00019171779141104295,-1,1,1,2
24443,24443,0.0028675805773927133,0.003067484662576687,0.0,0.00019171779141104295,-1,1,1,2
13809,13809,0.0014668808691434276,0.003067484662576687,0.0,0.0031100578996023547,2,1,1,2
124340,124340,0.0004311397742572041,0.004601226993865031,0.0,0.0,2,0,3,3
128,128,0.0004311397742572041,0.003067484662576687,0.0,0.0,2,0,2,2
130098,130098,0.0004311397742572041,0.003067484662576687,0.0,0.0,3,0,2,2
137746,137746,0.0004311397742572041,0.003067484662576687,0.0,0.0,0,0,2,2
169977,169977,0.0004311397742572041,0.003067484662576687,0.0,0.0,3,0,2,2
170862,170862,0.0004311397742572041,0.004601226993865031,0.0,0.0,11,0,3,3
183241,183241,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
184761,184761,0.0004311397742572041,0.006134969325153374,0.0,0.0,4,0,4,4
185437,185437,0.0004311397742572041,0.0015337423312883436,0.0,0.0,0,0,1,1
195807,195807,0.0009624808888300049,0.003067484662576687,0.0,0.00025562372188139056,4,1,1,2
278811,278811,0.0012496128531788132,0.004601226993865031,2.3559790035151207e-06,0.00019171779141104295,4,1,2,3
201103,201103,0.0004311397742572041,0.003067484662576687,0.0,0.0,17,0,2,2
231955,231955,0.0004311397742572041,0.003067484662576687,0.0,0.0,-1,0,2,2
7533,7533,0.0006406029489213907,0.003067484662576687,0.0,0.00019171779141104295,-1,1,1,2
24647,24647,0.0004311397742572041,0.003067484662576687,0.0,0.0,3,0,2,2
247265,247265,0.0004311397742572041,0.0015337423312883436,0.0,0.0,0,0,1,1
25006,25006,0.0011535476440876205,0.003067484662576687,0.0,0.0004630165528417641,7,1,1,2
252993,252993,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
26175,26175,0.0007178824479745806,0.004601226993865031,9.423916014060483e-06,0.000245398773006135,8,1,2,3
26674,26674,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
26677,26677,0.0005694791517543499,0.006134969325153374,0.0,0.0,2,1,3,4
280798,280798,0.0004311397742572041,0.003067484662576687,0.0,0.0,2,0,2,2
287121,287121,0.0007499813992654868,0.004601226993865031,0.0,0.0,1,1,2,3
322484,322484,0.0004311397742572041,0.003067484662576687,0.0,0.0,3,0,2,2
35723,35723,0.000539170311344615,0.003067484662576687,0.0,0.00043136503067484663,2,2,0,2
36840,36840,0.0006010872738858996,0.003067484662576687,4.711958007030241e-06,0.0005873906800678763,5,1,1,2
37162,37162,0.0004311397742572041,0.0015337423312883436,0.0,0.0,0,0,1,1
389438,389438,0.0028675805773927133,0.003067484662576687,0.0,0.00025562372188139056,-1,1,1,2
290322,290322,0.0028675805773927133,0.003067484662576687,0.0,0.00019171779141104295,-1,1,1,2
3972,3972,0.0006356403342962267,0.006134969325153374,2.8271748042181448e-05,0.0008494572911750827,1,3,1,4
42714,42714,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
440798,440798,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
34801,34801,0.0008377442204378359,0.0015337423312883436,0.0,0.0003366751458925632,18,1,0,1
452453,452453,0.0004311397742572041,0.003067484662576687,0.0,0.0,0,0,2,2
453313,453313,0.0004311397742572041,0.003067484662576687,0.0,0.0,3,0,2,2
49701,49701,0.0028675805773927133,0.003067484662576687,0.0,0.00019171779141104295,-1,1,1,2
8959,8959,0.0028675805773927133,0.003067484662576687,0.0,0.00019171779141104295,-1,1,1,2
50267,50267,0.0004311397742572041,0.0015337423312883436,0.0,0.0,6,0,1,1
6072,6072,0.0004311397742572041,0.003067484662576687,0.0,0.0,2,0,2,2
69883,69883,0.0013598456688365139,0.004601226993865031,8.717122313005947e-05,0.00025562372188139056,4,1,2,3
242935,242935,0.0010920314122694818,0.003067484662576687,0.0,0.00019171779141104295,4,1,1,2
69891,69891,0.0004311397742572041,0.0015337423312883436,0.0,0.0,4,0,1,1
80426,80426,0.0005191143076161626,0.003067484662576687,4.711958007030241e-06,0.00025562372188139056,6,1,1,2
153606,153606,0.0005777639965221348,0.0015337423312883436,0.0,0.00019171779141104295,12,1,0,1
96775,96775,0.0004311397742572041,0.003067484662576687,0.0,0.0,1,0,2,2
44307,44307,0.0006266387372771115,0.003067484662576687,0.0,0.00019171779141104295,1,1,1,2
103439,103439,0.0004311397742572041,0.006134969325153374,0.0,0.0,2,0,4,4
108538,108538,0.0004311397742572041,0.003067484662576687,0.0,0.0,0,0,2,2
109647,109647,0.0004311397742572041,0.003067484662576687,0.0,0.0,5,0,2,2
121414,121414,0.0004311397742572041,0.003067484662576687,0.0,0.0,0,0,2,2
129505,129505,0.0004311397742572041,0.0015337423312883436,0.0,0.0,9,0,1,1
12966,12966,0.0008924505038649885,0.006134969325153374,2.3559790035151207e-06,0.00012781186094069528,10,2,2,4
130735,130735,0.0004311397742572041,0.0015337423312883436,0.0,0.0,-1,0,1,1
22470,22470,0.0011642608855818573,0.003067484662576687,0.0,0.00047192071731949034,-1,2,0,2
132404,132404,0.0005329621508300726,0.007668711656441718,9.423916014060483e-06,0.00030674846625766873,12,1,4,5
13374,13374,0.0004311397742572041,0.003067484662576687,0.0,0.0,0,0,2,2
135547,135547,0.0006144200520883674,0.003067484662576687,0.0,0.00030674846625766873,-1,1,1,2
6080,6080,0.0011368132533522324,0.003067484662576687,0.0,0.0005112474437627811,-1,2,0,2
26367,26367,0.0006188452873584091,0.0015337423312883436,0.0,0.00020449897750511248,1,1,0,1
148228,148228,0.0004311397742572041,0.0015337423312883436,0.0,0.0,0,0,1,1
1880,1880,0.0004311397742572041,0.0015337423312883436,0.0,0.0,3,0,1,1
3604,3604,0.001599567950091583,0.006134969325153374,0.0,0.00098159509202454,3,4,0,4
189336,189336,0.0004311397742572041,0.0015337423312883436,0.0,0.0,18,0,1,1
191855,191855,0.0004311397742572041,0.0015337423312883436,0.0,0.0,0,0,1,1
196276,196276,0.0004311397742572041,0.003067484662576687,0.0,0.0,11,0,2,2
209683,209683,0.0004311397742572041,0.003067484662576687,0.0,0.0,-1,0,2,2
214092,214092,0.0004311397742572041,0.003067484662576687,0.0,0.0,3,0,2,2
218783,218783,0.0004311397742572041,0.003067484662576687,0.0,0.0,4,0,2,2
226183,226183,0.0004311397742572041,0.003067484662576687,0.0,0.0,1,0,2,2
230115,230115,0.0004311397742572041,0.006134969325153374,0.0,0.0,20,0,4,4
68308,68308,0.0005337767298426555,0.0015337423312883436,0.0,0.00021910604732690623,20,1,0,1
230245,230245,0.0004311397742572041,0.003067484662576687,0.0,0.0,1,0,2,2
242386,242386,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
254006,254006,0.0028675805773927133,0.003067484662576687,0.0,0.00030674846625766873,-1,1,1,2
254004,254004,0.0028675805773927133,0.003067484662576687,0.0,0.00021910604732690623,-1,1,1,2
254417,254417,0.0004311397742572041,0.003067484662576687,0.0,0.0,0,0,2,2
258530,258530,0.0028675805773927133,0.003067484662576687,0.0,0.00025562372188139056,-1,1,1,2
84831,84831,0.0028675805773927133,0.003067484662576687,0.0,0.00021910604732690623,-1,1,1,2
13798,13798,0.0004946506245058502,0.004601226993865031,0.0002450218163655726,0.0008030064561719076,5,1,2,3
262889,262889,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
26334,26334,0.0004311397742572041,0.004601226993865031,0.0,0.0,0,0,3,3
265554,265554,0.0004311397742572041,0.004601226993865031,0.0,0.0,14,0,3,3
267269,267269,0.0004311397742572041,0.004601226993865031,0.0,0.0,1,0,3,3
269219,269219,0.0004311397742572041,0.003067484662576687,0.0,0.0,8,0,2,2
27036,27036,0.0004311397742572041,0.003067484662576687,0.0,0.0,0,0,2,2
35382,35382,0.0006999508484095769,0.003067484662576687,0.0,0.00043821209465381246,0,2,0,2
27399,27399,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
278509,278509,0.0004311397742572041,0.0015337423312883436,0.0,0.0,-1,0,1,1
6948,6948,0.0007977003299195306,0.0015337423312883436,0.0,0.00021910604732690623,-1,1,0,1
280974,280974,0.0004311397742572041,0.003067484662576687,0.0,0.0,0,0,2,2
288158,288158,0.0004311397742572041,0.004601226993865031,0.0,0.0,2,0,3,3
302964,302964,0.0004311397742572041,0.003067484662576687,0.0,0.0,1,0,2,2
309547,309547,0.0004311397742572041,0.006134969325153374,0.0,0.0,3,0,4,4
1881,1881,0.0005684011007690362,0.0015337423312883436,0.0,0.00021910604732690623,23,1,0,1
3255,3255,0.0007499813992654868,0.004601226993865031,0.0,0.0,2,1,2,3
2177,2177,0.000735210538716273,0.003067484662576687,0.0,0.0031988957790381814,5,2,0,2
350982,350982,0.0004311397742572041,0.007668711656441718,0.0,0.0,10,0,5,5
46754,46754,0.0005166705705784137,0.0015337423312883436,0.0,0.00021910604732690623,10,1,0,1
35375,35375,0.0010993465067264323,0.006134969325153374,0.00031098922846399594,0.0022942931301827008,4,2,2,4
16358,16358,0.001462856047681967,0.004601226993865031,0.0,0.002028295980969075,4,3,0,3
360424,360424,0.0028675805773927133,0.003067484662576687,0.0,0.00030674846625766873,-1,1,1,2
167007,167007,0.0028675805773927133,0.003067484662576687,0.0,0.00021910604732690623,-1,1,1,2
39124,39124,0.0004311397742572041,0.003067484662576687,0.0,0.0,4,0,2,2
396118,396118,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
40407,40407,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
42947,42947,0.0004311397742572041,0.0015337423312883436,0.0,0.0,1,0,1,1
47220,47220,0.0004311397742572041,0.0015337423312883436,0.0,0.0,1,0,1,1
48350,48350,0.0011973809061089655,0.004601226993865031,2.3559790035151207e-06,0.00030674846625766873,-1,1,2,3
123084,123084,0.0009794118138533527,0.0015337423312883436,0.0,0.00032289312237649337,-1,1,0,1
50228,50228,0.000601074338435879,0.003067484662576687,0.0,0.00021910604732690623,6,1,1,2
103448,103448,0.0007981293549285967,0.003067484662576687,0.0,0.00021910604732690623,2,1,1,2
511,511,0.0008735476559744703,0.006134969325153374,1.1779895017575603e-05,0.0008494572911750827,7,3,1,4
51181,51181,0.0004311397742572041,0.003067484662576687,0.0,0.0,1,0,2,2
52150,52150,0.0007977003299195306,0.003067484662576687,2.3559790035151207e-06,0.00025562372188139056,-1,1,1,2
90083,90083,0.0011093656211226077,0.0015337423312883436,0.0,0.00030674846625766873,-1,1,0,1
60035,60035,0.0004311397742572041,0.003067484662576687,0.0,0.0,4,0,2,2
208867,208867,0.0018926906826537244,0.003067484662576687,0.0,0.0007575190782582673,3,1,1,2
6958,6958,0.0004311397742572041,0.0015337423312883436,0.0,0.0,21,0,1,1
54070,54070,0.0006832890049703802,0.003067484662576687,0.0,0.0005112474437627811,0,2,0,2
71822,71822,0.0004311397742572041,0.0015337423312883436,0.0,0.0,4,0,1,1
4177,4177,0.0005298291546278305,0.0015337423312883436,0.0,0.00021910604732690623,3,1,0,1
77276,77276,0.0004311397742572041,0.0015337423312883436,0.0,0.0,3,0,1,1
81403,81403,0.0004311397742572041,0.0015337423312883436,0.0,0.0,3,0,1,1
81422,81422,0.0004311397742572041,0.0015337423312883436,0.0,0.0,7,0,1,1
85739,85739,0.0011522868228835343,0.003067484662576687,0.0,0.0009494595384165936,5,1,1,2
8992,8992,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
207170,207170,0.002101479507112773,0.003067484662576687,0.0,0.00025562372188139056,-1,1,1,2
98762,98762,0.0004311397742572041,0.003067484662576687,0.0,0.0,2,0,2,2
10339,10339,0.0004311397742572041,0.003067484662576687,0.0,0.0,3,0,2,2
113088,113088,0.0004311397742572041,0.0015337423312883436,0.0,0.0,0,0,1,1
115093,115093,0.0004311397742572041,0.004601226993865031,0.0,0.0,8,0,3,3
116323,116323,0.0004944800486222891,0.003067484662576687,1.1779895017575603e-06,0.0003834355828220859,0,1,1,2
125279,125279,0.0004311397742572041,0.003067484662576687,0.0,0.0,-1,0,2,2
468,468,0.0009976424511898905,0.003067484662576687,0.0,0.0005577244841048522,-1,2,0,2
132857,132857,0.0004311397742572041,0.003067484662576687,0.0,0.0,0,0,2,2
13879,13879,0.0004311397742572041,0.003067484662576687,0.0,0.0,3,0,2,2
49825,49825,0.0006310818955275641,0.003067484662576687,0.0,0.00025562372188139056,3,1,1,2
139790,139790,0.0028675805773927133,0.003067484662576687,0.0,0.00025562372188139056,-1,1,1,2
82150,82150,0.0028675805773927133,0.003067484662576687,0.0,0.00025562372188139056,-1,1,1,2
140393,140393,0.0004311397742572041,0.006134969325153374,0.0,0.0,1,0,4,4
236655,236655,0.0005311108348923841,0.0015337423312883436,0.0,0.00025562372188139056,1,1,0,1
14205,14205,0.0004311397742572041,0.0015337423312883436,0.0,0.0,-1,0,1,1
19870,19870,0.0007525693743429928,0.0015337423312883436,0.0,0.00029214139643587495,22,1,0,1
154203,154203,0.0004311397742572041,0.003067484662576687,0.0,0.0,5,0,2,2
156116,156116,0.0028675805773927133,0.003067484662576687,0.0,0.00030674846625766873,-1,1,1,2
309343,309343,0.0028675805773927133,0.003067484662576687,0.0,0.00025562372188139056,-1,1,1,2
23769,23769,0.0005777639965221348,0.0015337423312883436,0.0,0.00025562372188139056,2,1,0,1
16672,16672,0.0005596685553235499,0.003067484662576687,0.0,0.00025562372188139056,4,1,1,2
167,167,0.0004311397742572041,0.003067484662576687,0.0,0.0,3,0,2,2
106925,106925,0.0006400742994002594,0.003067484662576687,0.0,0.0005577244841048522,1,2,0,2
169287,169287,0.0004311397742572041,0.003067484662576687,0.0,0.0,0,0,2,2
2342,2342,0.0006310818955275641,0.0015337423312883436,0.0,0.00025562372188139056,0,1,0,1
16970,16970,0.0004311397742572041,0.0015337423312883436,0.0,0.0,-1,0,1,1
2417,2417,0.0007977003299195306,0.0015337423312883436,0.0,0.00025562372188139056,-1,1,0,1
170665,170665,0.0004311397742572041,0.003067484662576687,0.0,0.0,3,0,2,2
171153,171153,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
17155,17155,0.0004311397742572041,0.0015337423312883436,0.0,0.0,1,0,1,1
175276,175276,0.0004311397742572041,0.003067484662576687,0.0,0.0,0,0,2,2
175682,175682,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
176481,176481,0.0004311397742572041,0.004601226993865031,0.0,0.0,1,0,3,3
177272,177272,0.0004311397742572041,0.003067484662576687,0.0,0.0,8,0,2,2
18431,18431,0.0004311397742572041,0.003067484662576687,0.0,0.0,1,0,2,2
187431,187431,0.0004311397742572041,0.003067484662576687,0.0,0.0,0,0,2,2
13765,13765,0.0006144200520883674,0.0015337423312883436,0.0,0.00025562372188139056,0,1,0,1
188618,188618,0.0004311397742572041,0.003067484662576687,0.0,0.0,0,0,2,2
192549,192549,0.0004311397742572041,0.004601226993865031,0.0,0.0,1,0,3,3
201077,201077,0.0004311397742572041,0.003067484662576687,0.0,0.0,1,0,2,2
220156,220156,0.0004311397742572041,0.0015337423312883436,0.0,0.0,-1,0,1,1
220181,220181,0.0004311397742572041,0.003067484662576687,0.0,0.0,5,0,2,2
22240,22240,0.0028675805773927133,0.003067484662576687,0.0,0.00030674846625766873,-1,1,1,2
126458,126458,0.0028675805773927133,0.003067484662576687,0.0,0.00025562372188139056,-1,1,1,2
228260,228260,0.0004311397742572041,0.003067484662576687,0.0,0.0,1,0,2,2
59195,59195,0.0011328921630337147,0.003067484662576687,0.0,0.0005112474437627811,-1,2,0,2
237922,237922,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
238671,238671,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
244580,244580,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
245376,245376,0.0004311397742572041,0.003067484662576687,0.0,0.0,-1,0,2,2
156668,156668,0.0006144200520883674,0.003067484662576687,2.3559790035151207e-06,0.00025562372188139056,-1,1,1,2
38602,38602,0.0006144200520883674,0.0015337423312883436,0.0,0.00025562372188139056,-1,1,0,1
250019,250019,0.0028675805773927133,0.003067484662576687,0.0,0.00030674846625766873,-1,1,1,2
250017,250017,0.0028675805773927133,0.003067484662576687,0.0,0.00025562372188139056,-1,1,1,2
268877,268877,0.0004311397742572041,0.003067484662576687,0.0,0.0,2,0,2,2
273882,273882,0.0004311397742572041,0.003067484662576687,0.0,0.0,1,0,2,2
286381,286381,0.0028675805773927133,0.003067484662576687,0.0,0.00030674846625766873,-1,1,1,2
286380,286380,0.0028675805773927133,0.003067484662576687,0.0,0.00025562372188139056,-1,1,1,2
29081,29081,0.0008040486454771799,0.004601226993865031,0.0,0.0,0,1,2,3
29542,29542,0.0004311397742572041,0.0015337423312883436,0.0,0.0,0,0,1,1
295879,295879,0.0004311397742572041,0.003067484662576687,0.0,0.0,5,0,2,2
35352,35352,0.000512597675515499,0.0015337423312883436,0.0,0.00025562372188139056,4,1,0,1
297587,297587,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
303217,303217,0.0004311397742572041,0.003067484662576687,0.0,0.0,5,0,2,2
338835,338835,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
340987,340987,0.0004311397742572041,0.0015337423312883436,0.0,0.0,4,0,1,1
35103,35103,0.0004311397742572041,0.003067484662576687,0.0,0.0,0,0,2,2
364727,364727,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
387245,387245,0.0004311397742572041,0.0015337423312883436,0.0,0.0,1,0,1,1
398121,398121,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
42894,42894,0.0004311397742572041,0.0015337423312883436,0.0,0.0,1,0,1,1
429298,429298,0.0004311397742572041,0.0015337423312883436,0.0,0.0,8,0,1,1
435809,435809,0.0004311397742572041,0.0015337423312883436,0.0,0.0,0,0,1,1
43719,43719,0.0004311397742572041,0.003067484662576687,0.0,0.0,3,0,2,2
4561,4561,0.0004311397742572041,0.0015337423312883436,0.0,0.0,-1,0,1,1
4570,4570,0.0007977003299195306,0.0015337423312883436,0.0,0.00025562372188139056,-1,1,0,1
47241,47241,0.0028675805773927133,0.003067484662576687,0.0,0.00030674846625766873,-1,1,1,2
13275,13275,0.0028675805773927133,0.003067484662576687,0.0,0.00025562372188139056,-1,1,1,2
47631,47631,0.004085800978960469,0.004601226993865031,0.0,0.00030674846625766873,6,2,1,3
10741,10741,0.0009010872367681886,0.003067484662576687,0.0,0.00025562372188139056,-1,1,1,2
48652,48652,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
51886,51886,0.0004311397742572041,0.0015337423312883436,0.0,0.0,0,0,1,1
51892,51892,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
77579,77579,0.0004311397742572041,0.003067484662576687,0.0,0.0,4,0,2,2
80428,80428,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
81723,81723,0.0004311397742572041,0.0015337423312883436,0.0,0.0,7,0,1,1
88951,88951,0.0004311397742572041,0.003067484662576687,0.0,0.0,4,0,2,2
91119,91119,0.0028675805773927133,0.003067484662576687,0.0,0.00030674846625766873,-1,1,1,2
190207,190207,0.0028675805773927133,0.003067484662576687,0.0,0.00025562372188139056,-1,1,1,2
91359,91359,0.0028675805773927133,0.003067484662576687,0.0,0.00030674846625766873,-1,1,1,2
16640,16640,0.0028675805773927133,0.003067484662576687,0.0,0.00025562372188139056,-1,1,1,2
121293,121293,0.0007345990127641072,0.0015337423312883436,0.0,0.0002079650618696059,13,1,0,1
126503,126503,0.0007716459866589888,0.003067484662576687,0.0,0.0004811740647179117,12,1,1,2
97129,97129,0.0004311397742572041,0.0015337423312883436,0.0,0.0,2,0,1,1
973,973,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
10269,10269,0.0004311397742572041,0.0015337423312883436,0.0,0.0,9,0,1,1
103759,103759,0.0004311397742572041,0.003067484662576687,0.0,0.0,1,0,2,2
14075,14075,0.0005838733391165068,0.0015337423312883436,0.0,0.00030674846625766873,0,1,0,1
110170,110170,0.0004311397742572041,0.003067484662576687,0.0,0.0,5,0,2,2
111056,111056,0.0004311397742572041,0.0015337423312883436,0.0,0.0,-1,0,1,1
21198,21198,0.0007977003299195306,0.0015337423312883436,0.0,0.00030674846625766873,-1,1,0,1
13603,13603,0.0005456899479016812,0.0015337423312883436,0.0,0.00030674846625766873,8,1,0,1
16527,16527,0.000572124603358099,0.0015337423312883436,0.0,0.00030674846625766873,4,1,0,1
48357,48357,0.000848126107293582,0.0015337423312883436,0.0,0.0008491906693008909,5,1,0,1
117615,117615,0.0006376125089190498,0.003067484662576687,2.3559790035151207e-06,0.00030674846625766873,1,1,1,2
11998,11998,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
12038,12038,0.0004311397742572041,0.003067484662576687,0.0,0.0,1,0,2,2
317,317,0.0005977582086491707,0.0015337423312883436,0.0,0.00030674846625766873,-1,1,0,1
126028,126028,0.0004311397742572041,0.0015337423312883436,0.0,0.0,6,0,1,1
12965,12965,0.0004990213586391164,0.0015337423312883436,0.0,0.00030674846625766873,1,1,0,1
